Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
NURSA_Human_Endogenous_Complexome,BL1855 (RBM14),24/196,0.0001601721615440658,0.0028596918552937,0,0,2.469859674550366,21.5847490987888,TOP2A;RBM17;RBM39;NPM1;RNH1;ACTL6A;HNRNPU;DLST;PEBP1;DDX52;ELAVL1;GATAD2A;DNAJA1;HNRNPK;ACTC1;TCOF1;PUF60;FUBP1;LMNA;OGDH;MAGED2;UBA1;HNRNPC;MAD1L1
NURSA_Human_Endogenous_Complexome,SC-543 (ESR1),37/362,0.0001616277993199034,0.0028596918552937,0,0,2.023544638917488,17.665978548103013,TOP2A;LGALS3BP;SF3B2;SMARCD2;HNRNPU;ELAVL1;NPEPPS;TCOF1;CAPZB;PUF60;U2AF2;LMNA;MYO18A;EFHD2;ACTR3;SS18;CPSF4;ACTR2;RBM39;NPM1;RFC3;HNRNPA3;CPSF1;NCOA3;ACTL6A;DDX52;DYNLL2;HNRNPAB;GATAD2A;HNRNPK;PRPF6;ACTC1;MAGED2;UBA1;HNRNPC;P4HB;PDE9A
NURSA_Human_Endogenous_Complexome,BL4914 (TRIM16),36/349,0.0001644428386537405,0.0028809740458258,0,0,2.0437031408771755,17.806678240580414,TOP2A;RNH1;HNRNPU;DLST;ELAVL1;PCMT1;TCOF1;YWHAQ;PUF60;LMNA;EP400;DLAT;CCT7;RBM17;RBM39;RFC3;ACTL6A;CNOT10;DDX52;DYNLL2;GATAD2A;SMU1;TOX4;DNAJA1;PRPF4;DDX19A;HNRNPK;PRPF6;ACTC1;EWSR1;PRC1;FUBP1;MAGED2;UBA1;TAF6;MAD1L1
NURSA_Human_Endogenous_Complexome,BL703 (TBK1),26/221,0.00016803002035664768,0.0028872538213706,0,0,2.3616524755597603,20.525990521583097,HNRNPU;TANK;PCMT1;TBK1;CAPZB;AP1S1;AP3S1;CCT7;AZI2;RBM39;PNO1;CNOT10;AP2B1;DDX52;HNRNPAB;NUP93;DDX19A;HNRNPK;GNL3L;POLR3A;ACTC1;MTHFD1;PSMA1;MAGED2;UBA1;EIF3B
NURSA_Human_Endogenous_Complexome,BL2459 (DDX17),31/284,0.00016803267902772788,0.0028872538213706,0,0,2.1738529283578054,18.89372116931196,TOP2A;SF3B2;HP1BP3;HNRNPU;DLST;ELAVL1;GIGYF2;SART1;TCOF1;CAPZB;YWHAQ;PUF60;U2AF2;LMNA;DLAT;RBM39;NPM1;RFC3;HNRNPA3;ZFR;DDX52;HNRNPAB;GATAD2A;PRPF4;HNRNPK;PRPF6;ACTC1;OGDH;MAGED2;UBA1;HNRNPC
NURSA_Human_Endogenous_Complexome,BL1780 (C21orf7),28/247,0.00018149276260785848,0.0030818732461444,0,0,2.2659828172001126,19.51984395489423,RNH1;PSMD11;HNRNPU;PEBP1;SMC4;GIGYF2;PCMT1;PPP2CB;SART1;CAPZB;U2AF2;LMNA;TRIM27;AP3S1;RBM39;SEC13;NPM1;RFC3;HNRNPA3;RPS5;ZBTB16;HNRNPAB;ARFGAP2;SMU1;DDX19A;HNRNPK;EIF2S3;MAD1L1
NURSA_Human_Endogenous_Complexome,BL1308 (WRN),25/210,0.00018473918081360937,0.0030818732461444,0,0,2.3925816175343586,20.567984735359683,TOP2A;SF3B2;USP39;GIGYF2;PCMT1;SART1;TCOF1;PUF60;U2AF2;RBM6;RBM17;RBM39;XRCC6;NPM1;RFC3;PNO1;RECQL;DDX52;SMU1;PRPF4;HNRNPK;PRPF6;EWSR1;MAD1L1;SF1
NURSA_Human_Endogenous_Complexome,BL2667 (HDAC2),29/260,0.00018590846845351424,0.0030818732461444,0,0,2.225675020741434,19.11911844682931,TOP2A;MAX;HNRNPU;FOXK2;ZMYM3;TCOF1;PUF60;SIN3A;LMNA;MED31;HMG20B;DLAT;TBL1X;CCT7;XRCC6;NPM1;RFC3;HNRNPA3;PNO1;MBD2;DNTTIP1;HNRNPAB;GATAD2A;HNRNPK;ACTC1;EWSR1;PRC1;HNRNPC;MAD1L1
NURSA_Human_Endogenous_Complexome,BL2127 (HDAC3),38/378,0.0001862575884631248,0.0030818732461444,0,0,1.986844919786096,17.063779088960445,TOP2A;HDAC3;MAX;AKAP8L;HNRNPU;GPS2;FOXK2;USP39;TBK1;TCOF1;PUF60;SIN3A;U2AF2;LMNA;TBL1X;CCT7;RBM39;XRCC6;NPM1;RFC3;HNRNPA3;PNO1;ZFR;DDX52;HNRNPAB;SND1;GATAD2A;MED23;DDX19A;HNRNPK;MED24;PRPF6;EIF2S3;ACTC1;EWSR1;UBE2S;MAGED2;MAD1L1
NURSA_Human_Endogenous_Complexome,BL2466 (NCOA7),33/312,0.00019066314543955608,0.0030974094627316,0,0,2.0995186891961084,17.982382450981095,TOP2A;RNH1;PSMD11;MAML1;HNRNPU;CSAD;SMC4;PCMT1;TBK1;TCOF1;PUF60;LMNA;CTNNA1;CCT7;KPNA3;RBM39;XRCC6;MORC3;RFC3;HNRNPA3;NCBP1;ACTL6A;ZFC3H1;AP2B1;PLXDC2;HNRNPAB;GATAD2A;HNRNPK;MED24;ACTC1;MAGED2;HNRNPC;MAD1L1
